"Id","SalePrice"
1566,245470.532516714
1567,61237.9517098084
1568,241461.175592328
1569,136700.315246996
1570,144792.355718818
1571,116700.138874232
1572,154183.022338688
1573,276915.975285892
1574,133236.693209283
1575,256179.083908199
1576,240118.148194588
1577,171115.990773086
1578,156756.131272629
1579,140241.072315576
1580,193975.761921948
1581,135086.138045441
1582,118386.653577163
1583,298413.029755808
1584,219144.961088557
1585,147318.875846821
1586,30648.3151924275
1587,102352.340692753
1588,166544.722264439
1589,111210.914704261
1590,140340.855221998
1591,81775.4100392053
1592,132454.684776072
1593,121815.556993357
1594,114277.539438918
1595,110367.592442548
1596,230613.959882197
1597,212966.855550801
1598,204723.387739304
1599,187994.81020892
1600,161780.497110718
1601,25336.0185406611
1602,122896.886500961
1603,57374.6462167551
1604,246847.883778254
1605,242086.28226507
1606,176444.929340813
1607,193134.277614052
1608,196744.789802484
1609,196205.292646447
1610,136504.460615939
1611,133372.727000452
1612,164183.076971016
1613,155603.61562853
1614,144471.651771071
1615,81043.6336253466
1616,64561.2588602961
1617,75593.2149194995
1618,120869.526948992
1619,126921.16046914
1620,183598.2428342
1621,132125.27657016
1622,143981.912783072
1623,280568.997693313
1624,215991.552994336
1625,117515.54644296
1626,190096.876381614
1627,196349.091179394
1628,294628.701863922
1629,180602.024950448
1630,321094.676501468
1631,208697.977349741
1632,231530.879095149
1633,165474.251219373
1634,170761.624929373
1635,167863.878353839
1636,152793.060181153
1637,195295.33645406
1638,199154.439350817
1639,191273.272014548
1640,270751.096983968
1641,201908.326568347
1642,267400.676044836
1643,210103.665669921
1644,224793.472473007
1645,206433.194304215
1646,173682.02438883
1647,172660.892135092
1648,119300.3948241
1649,136718.56496064
1650,100325.550849338
1651,106595.962930281
1652,107359.096033123
1653,104083.329072535
1654,151005.055339982
1655,143017.66352724
1656,147107.829361001
1657,151689.333557663
1658,147399.856666396
1659,126106.673042731
1660,161089.245603456
1661,398920.876899203
1662,383576.948932408
1663,359941.900759967
1664,503117.314287135
1665,303535.852349912
1666,309381.56580314
1667,334625.716133727
1668,327401.11251742
1669,309411.52307475
1670,334967.613478989
1671,256824.535819833
1672,408730.926869037
1673,263950.215229375
1674,224804.015117867
1675,199539.685985769
1676,191497.383125366
1677,212238.458206756
1678,445901.974602119
1679,387419.000074292
1680,342541.989490626
1681,272840.656651291
1682,297480.154798445
1683,185739.458380015
1684,171995.337067985
1685,168686.14445625
1686,173063.361563178
1687,175595.673842949
1688,193760.172117062
1689,192648.83065153
1690,193182.821092837
1691,181736.424343691
1692,246727.573759425
1693,172459.014311505
1694,175607.813504817
1695,168880.530468774
1696,261675.513631051
1697,171826.417624415
1698,319951.164271712
1699,284072.210061375
1700,246346.141483338
1701,267348.334801147
1702,229229.152006453
1703,226214.340897646
1704,271174.987917722
1705,224634.857805088
1706,181244.332319061
1707,215628.03591689
1708,188547.845598403
1709,248510.57366389
1710,210470.073128338
1711,246950.722719093
1712,263466.928517029
1713,297120.577694679
1714,216190.3079425
1715,197385.669449937
1716,172772.043018014
1717,166860.258666393
1718,132488.717276348
1719,221916.578827719
1720,231323.910786266
1721,143968.221347698
1722,95756.726420449
1723,132892.130560828
1724,222445.773344572
1725,229076.725322765
1726,182608.895706495
1727,147998.79523811
1728,157337.392310397
1729,155087.550108907
1730,178760.07581293
1731,107310.997178555
1732,115497.282031678
1733,112889.767324098
1734,100419.263971538
1735,112564.311229452
1736,87524.1002725894
1737,303311.093118325
1738,237026.891642179
1739,252822.865593131
1740,228841.097614561
1741,193606.153296337
1742,188620.123607206
1743,190021.423805753
1744,352011.649872368
1745,205886.896506214
1746,232770.357470759
1747,218627.876316857
1748,224541.67957526
1749,147543.764842187
1750,141094.007779578
1751,265705.960790914
1752,106416.177762039
1753,149246.745266517
1754,218905.997054375
1755,196764.125766692
1756,110922.267296464
1757,113457.274166831
1758,152103.640321503
1759,170820.148767413
1760,163984.082638377
1761,159265.409686208
1762,178563.610381266
1763,219459.014333371
1764,97589.9887333992
1765,185102.430043807
1766,208467.733778465
1767,235427.009698777
1768,143148.690450504
1769,180530.888005142
1770,147925.396992662
1771,112699.182407239
1772,136221.119293255
1773,89255.1970343629
1774,192389.345701143
1775,132647.945443865
1776,128000.202080056
1777,111950.56219604
1778,141190.606968095
1779,120382.228776752
1780,185999.188727659
1781,122842.309767047
1782,54958.5425048922
1783,150155.955592422
1784,102803.293981878
1785,168022.002205806
1786,101310.087414964
1787,181157.886439572
1788,6669.38866436348
1789,100007.628372864
1790,58565.9327136069
1791,211766.538465392
1792,173205.378866735
1793,133596.076095854
1794,159874.583777138
1795,141369.025796413
1796,128821.873705384
1797,118874.011196878
1798,103198.634267502
1799,97542.3722915804
1800,125666.30941996
1801,99296.253271357
1802,113889.766851714
1803,174573.059703586
1804,147669.467797456
1805,139640.289072082
1806,135873.952695594
1807,171422.115015579
1808,132329.458161958
1809,127389.18436823
1810,138715.304324763
1811,92610.2046866108
1812,95300.4607055588
1813,113643.017467378
1814,72742.4705501516
1815,16733.3083619457
1816,78468.1921537263
1817,104666.67495504
1818,192338.953291632
1819,180931.976965209
1820,49367.0142205309
1821,95017.4308666003
1822,166894.280003719
1823,15016.179138125
1824,145112.8765383
1825,148900.889324423
1826,107910.349642085
1827,85531.4830176922
1828,127114.247930835
1829,125309.012311613
1830,149527.2331101
1831,169230.437432907
1832,57827.0676800691
1833,163865.808101918
1834,130511.55840642
1835,145483.309592409
1836,136014.391207753
1837,67347.2480291906
1838,123048.911078048
1839,98392.70741951
1840,147552.16136662
1841,160238.810053985
1842,87538.1761167138
1843,118528.606817823
1844,156249.726230359
1845,134723.385611322
1846,170226.542833715
1847,202227.843074837
1848,13962.0771589586
1849,103620.652688843
1850,107884.004640701
1851,168715.864670681
1852,116210.056365351
1853,124787.215629525
1854,151132.522564326
1855,149201.224978105
1856,222341.00917507
1857,171654.731789618
1858,151218.220268545
1859,132227.293800939
1860,146958.908688391
1861,130758.927183317
1862,293078.291879544
1863,279378.587299405
1864,279392.219012755
1865,367556.916970819
1866,347346.560600558
1867,217784.193707286
1868,280719.491357961
1869,204069.751760816
1870,229928.277933956
1871,239984.795433342
1872,168037.717171675
1873,214376.243109759
1874,140726.250777031
1875,199187.636519843
1876,198264.942773848
1877,218372.049175143
1878,186423.088117242
1879,117525.128545695
1880,127522.979653281
1881,245863.108577984
1882,246924.2026267
1883,188497.569230174
1884,205446.034952668
1885,257439.132257492
1886,288720.313033431
1887,225405.475465102
1888,272218.090426704
1889,162212.627148155
1890,97868.1294734465
1891,153448.650116876
1892,82292.4140096909
1893,138413.024591506
1894,136103.505799821
1895,156516.787607496
1896,140349.697725502
1897,115424.988405353
1898,111893.685083237
1899,165021.710058363
1900,162354.931418144
1901,151565.758457339
1902,158467.361073676
1903,233648.276606128
1904,97187.8722716215
1905,174287.80483113
1906,145096.276722698
1907,220131.694628457
1908,108468.984183584
1909,137903.163612268
1910,116932.307914799
1911,210380.827410401
1912,307948.989853088
1913,164901.973372295
1914,41785.3214146288
1915,334407.486853587
1916,NA
1917,247807.228120659
1918,154397.322926536
1919,185610.45472317
1920,146190.733266166
1921,384763.92058028
1922,340625.63165893
1923,235349.15418997
1924,238596.793533967
1925,202236.683946173
1926,379942.509480376
1927,132893.612689245
1928,175002.994730529
1929,117685.485156305
1930,144623.155995691
1931,132227.483792984
1932,131017.389539944
1933,195333.591343909
1934,185438.020875244
1935,165712.757734811
1936,209448.588000085
1937,170531.916499637
1938,153363.853342281
1939,215995.058845806
1940,185929.005114739
1941,144076.593345437
1942,184902.075804699
1943,206946.492608177
1944,337141.571737445
1945,361631.304553233
1946,NA
1947,88612.8912341031
1948,150457.596314335
1949,281266.399178619
1950,190482.09339699
1951,260583.52941485
1952,232510.079251086
1953,186134.775133635
1954,201356.155743227
1955,130917.531294193
1956,289773.955624566
1957,158453.427705797
1958,293273.002475949
1959,150016.467236219
1960,96563.5519753332
1961,100337.965464783
1962,108691.494501383
1963,122005.943047436
1964,110277.264424778
1965,146258.820002581
1966,147599.238568675
1967,283895.122350133
1968,413179.275975751
1969,377424.50148565
1970,405082.295325537
1971,423323.793990948
1972,365347.348211653
1973,245048.11341862
1974,324734.447879174
1975,472116.484114057
1976,269882.107254552
1977,343891.035505392
1978,317784.050232711
1979,343256.204613606
1980,193658.0671003
1981,372825.214906782
1982,214566.448903378
1983,195045.024562343
1984,179707.293870206
1985,248979.457592511
1986,217071.755603329
1987,219748.981362957
1988,167681.115836819
1989,191958.772400691
1990,211766.692013374
1991,237937.50034388
1992,237968.325267175
1993,167851.632582635
1994,237083.924761646
1995,183572.503985769
1996,274325.525288951
1997,317907.789948745
1998,315229.276277429
1999,243640.781176004
2000,288208.168413089
2001,245824.366876894
2002,220889.300308528
2003,240569.955597059
2004,286315.097651485
2005,205981.894840727
2006,226714.706832212
2007,244015.107985134
2008,229438.01593563
2009,182448.638703561
2010,197743.503596888
2011,119175.548837396
2012,169527.68696266
2013,176358.664453557
2014,191272.299477297
2015,208064.690618034
2016,183547.841552897
2017,191680.074795579
2018,80121.420988065
2019,130052.840525967
2020,90989.4405416587
2021,90639.5222365575
2022,191609.373995331
2023,133325.856413411
2024,274206.24021609
2025,347368.920174349
2026,168427.793247936
2027,151774.141454194
2028,159100.383155763
2029,167496.89000238
2030,312621.914978054
2031,244297.094796686
2032,283647.890652714
2033,303575.292930903
2034,186995.25815299
2035,228306.942059276
2036,224477.247747845
2037,230314.032980795
2038,324719.989498478
2039,217190.602691985
2040,307645.610052287
2041,310174.552429393
2042,198990.347554619
2043,186092.290616322
2044,174853.412996886
2045,212471.070984665
2046,157467.278579177
2047,146827.965097345
2048,134635.429261104
2049,156162.795763368
2050,186107.484821848
2051,104570.925015076
2052,113239.984760221
2053,152047.730892627
2054,68580.6909912807
2055,169170.251211218
2056,144794.197500778
2057,108470.122119645
2058,231333.118697585
2059,132514.96451289
2060,179877.623388567
2061,202312.490574262
2062,125103.148694993
2063,110632.890557487
2064,136272.655109948
2065,115274.775936967
2066,190967.079705276
2067,134386.496233008
2068,166912.350058368
2069,74217.1172432731
2070,107027.613988225
2071,75738.2210688856
2072,160165.337224959
2073,125977.808937755
2074,173179.132142195
2075,173661.404387742
2076,104712.665864892
2077,134362.769074231
2078,112843.79496462
2079,135694.185008881
2080,100241.247728116
2081,140992.921363877
2082,123297.916909033
2083,152490.536942165
2084,88588.3629316748
2085,107009.075184101
2086,90286.1703352249
2087,116137.04369643
2088,112607.155667197
2089,57727.1228914115
2090,135043.657923151
2091,97668.9797663718
2092,109809.477439295
2093,163083.502487203
2094,119506.227569765
2095,148423.074209905
2096,76256.8423054843
2097,95611.8790194989
2098,153802.788036971
2099,-4512.14140596398
2100,67069.2326309257
2101,133426.397959154
2102,134395.918996894
2103,106642.865312274
2104,175739.159173026
2105,139904.67149954
2106,20158.9131910201
2107,221637.133778623
2108,108339.497504056
2109,87893.7645753223
2110,130767.764272558
2111,139243.544692835
2112,139510.732431701
2113,121361.486433912
2114,124869.926884417
2115,171019.468464973
2116,113914.652823099
2117,152626.421207488
2118,129863.91400865
2119,111707.067858055
2120,92325.3493839526
2121,NA
2122,88945.7049458563
2123,62633.8151788746
2124,169506.496438196
2125,128103.723448053
2126,176295.400596082
2127,175326.866407814
2128,143995.662781017
2129,79610.0403085335
2130,126251.25994617
2131,116548.783177156
2132,115800.162163208
2133,121218.872829862
2134,96381.8063275272
2135,63334.2105077228
2136,67662.0082917545
2137,88585.1321380636
2138,126963.80114706
2139,155165.77072891
2140,146909.158869644
2141,181734.765149152
2142,125202.358666412
2143,125509.898535615
2144,123194.682276815
2145,133889.776801227
2146,171396.343077133
2147,142827.937065832
2148,138149.234622176
2149,158379.633095708
2150,221381.247939558
2151,121206.522987479
2152,187299.863978767
2153,185088.940419639
2154,107725.865813908
2155,146424.049190081
2156,271625.074451722
2157,244055.545982081
2158,228491.16734049
2159,221649.984739186
2160,197833.888710397
2161,231179.710856949
2162,414967.732864734
2163,359501.82421337
2164,265336.224030252
2165,189690.083819929
2166,147796.858500311
2167,244634.285714154
2168,193542.850914005
2169,203305.570180954
2170,216477.491410256
2171,167291.072440083
2172,127943.160698183
2173,146769.060925279
2174,227206.820232332
2175,281639.584011727
2176,298724.63574735
2177,223672.053485358
2178,223092.9885786
2179,146746.044313525
2180,247405.230722908
2181,189521.952704102
2182,213457.408950974
2183,184278.527717489
2184,121815.199079535
2185,148713.675682725
2186,161111.913881177
2187,151769.765194573
2188,160813.282251277
2189,NA
2190,84085.0177576381
2191,84575.9027691324
2192,81399.0059033066
2193,131579.6737026
2194,96608.1385620119
2195,103235.914725365
2196,96477.628991013
2197,119532.92675986
2198,174931.717575214
2199,187779.978618854
2200,150429.744693721
2201,156904.640021586
2202,203234.075067244
2203,142175.1529955
2204,174285.03806033
2205,102800.962779879
2206,129568.615914314
2207,193251.29431726
2208,243767.471385748
2209,211652.372030037
2210,116177.042929936
2211,113435.939205621
2212,115780.216661928
2213,88814.5834962794
2214,129751.183914777
2215,90454.7853061171
2216,152961.203041536
2217,NA
2218,81299.1808749796
2219,59210.7133311008
2220,60066.9002992592
2221,334780.158758361
2222,297766.462240344
2223,276890.094381474
2224,214953.832977573
2225,144409.662138107
2226,189634.556837345
2227,216211.059788267
2228,267948.122210498
2229,264618.855303241
2230,135933.177934782
2231,227563.007218143
2232,180103.001932026
2233,202442.018739786
2234,239936.68197395
2235,221377.068315934
2236,249139.647683302
2237,308540.460594418
2238,229361.494730366
2239,85336.730098986
2240,158994.511381535
2241,161601.122124105
2242,115817.55179749
2243,124434.62997996
2244,91772.0490468726
2245,97263.3898424497
2246,152005.744686437
2247,122990.59342301
2248,122055.375612624
2249,115481.005950997
2250,122699.829324903
2251,NA
2252,196732.154575926
2253,142793.049815612
2254,170647.590973597
2255,182257.478075006
2256,175780.111473327
2257,207403.995417922
2258,158493.341516942
2259,161948.467295575
2260,161783.075191614
2261,189271.642649592
2262,217139.233699742
2263,342923.766749487
2264,376989.587312585
2265,205557.787631205
2266,312126.673762033
2267,351211.530666685
2268,451294.689402645
2269,142040.627930662
2270,204516.329193138
2271,227150.858025379
2272,201789.987708256
2273,169202.538272371
2274,197679.138539371
2275,157485.939706748
2276,204070.688162699
2277,187720.135721128
2278,143906.308086593
2279,161624.478522097
2280,105425.563308385
2281,157476.318861623
2282,175555.298718679
2283,122458.365787151
2284,167390.38880063
2285,145462.233982598
2286,118468.010486105
2287,385612.573863824
2288,266812.613664887
2289,346931.741261444
2290,440492.469790736
2291,345905.40856782
2292,403737.053796455
2293,455803.169120351
2294,382429.96363835
2295,442580.038245745
2296,274426.278307772
2297,356816.8635905
2298,333350.075281047
2299,362705.827260112
2300,297314.231147315
2301,325227.259525969
2302,244308.536818907
2303,227738.895536815
2304,252990.385056752
2305,217669.355822121
2306,194887.134259099
2307,197883.968661216
2308,210395.393948232
2309,298608.308649245
2310,219841.327848483
2311,212136.28667388
2312,188066.934756862
2313,163817.659819686
2314,197099.805250557
2315,192464.480224272
2316,212342.471611583
2317,195291.757296604
2318,197805.70307841
2319,201816.46596432
2320,199705.982974263
2321,264454.063591426
2322,203994.657458202
2323,206481.510172891
2324,163472.208068763
2325,223913.494294247
2326,177308.52745387
2327,201721.439190605
2328,223086.361073153
2329,184740.151583523
2330,178815.717069546
2331,326010.81839389
2332,363160.861855627
2333,296908.287863546
2334,249699.582654799
2335,255945.188105005
2336,312212.360691028
2337,196891.595021578
2338,269850.99332742
2339,193898.562852161
2340,411838.056023812
2341,207763.587388262
2342,234148.378849438
2343,221388.791205327
2344,200631.251673339
2345,223579.619241772
2346,220627.984438754
2347,207264.104371341
2348,254126.031085489
2349,187751.141294255
2350,329811.487956528
2351,288155.330890491
2352,247434.956210331
2353,237942.587943536
2354,152166.419938241
2355,144863.32733538
2356,132868.220077342
2357,190395.405510942
2358,197700.367192819
2359,140588.258650916
2360,98461.3132333288
2361,140057.401622815
2362,264016.01935114
2363,130512.242728014
2364,144783.968827009
2365,221640.104600824
2366,209130.025386707
2367,231561.210867962
2368,227396.953807786
2369,228203.532429571
2370,171269.542049372
2371,178988.379883746
2372,183401.928502525
2373,258370.012259216
2374,283420.60973187
2375,237256.762599783
2376,311801.155727914
2377,329526.896115535
2378,141972.928691668
2379,227493.972771011
2380,163599.170113143
2381,186534.140336718
2382,213254.13571154
2383,204608.768802261
2384,245863.548131849
2385,161292.214569694
2386,137542.01657481
2387,129313.740783544
2388,116115.952654048
2389,115078.871886753
2390,132001.830172263
2391,144530.827038163
2392,95820.8314957024
2393,185127.484782999
2394,164218.345240008
2395,226376.510443569
2396,146881.345172624
2397,232890.456801217
2398,128319.671593868
2399,42039.6336263994
2400,28987.3380091526
2401,106952.11041584
2402,141067.684292281
2403,152174.815482868
2404,166661.265645496
2405,175200.120413197
2406,143434.079163492
2407,142432.953576927
2408,133963.831243233
2409,111054.790963681
2410,192737.167514211
2411,104728.756175348
2412,162306.566704116
2413,118960.637486649
2414,186565.069004412
2415,150597.497751958
2416,127387.739957742
2417,119032.201715533
2418,117251.948831542
2419,120871.841986797
2420,116240.153748268
2421,170042.303921908
2422,81946.5622867707
2423,105860.824658121
2424,144489.010202651
2425,221215.838634061
2426,128751.569498371
2427,149400.861831363
2428,206691.020865707
2429,95710.2978947897
2430,141047.951613834
2431,105379.85267654
2432,140841.025522577
2433,134278.771838235
2434,115085.356824957
2435,153993.621766362
2436,84620.0126237504
2437,82806.1050300305
2438,117452.368520958
2439,82196.2571379565
2440,126368.615046197
2441,93062.5328001758
2442,91578.1641462583
2443,128616.976793844
2444,143097.228095695
2445,76441.7925188812
2446,124942.060560283
2447,201753.28577232
2448,130333.082530619
2449,120430.366372061
2450,162318.80210811
2451,151879.300316271
2452,218603.746275632
2453,73873.9957931472
2454,108933.107656627
2455,100894.387638965
2456,113462.439921392
2457,123665.685950605
2458,128733.368850509
2459,90595.8440796282
2460,131610.294438149
2461,118189.626846093
2462,132894.526799784
2463,120526.145426237
2464,188756.310969514
2465,152242.054939618
2466,96373.8348587752
2467,139736.514917518
2468,85278.942879983
2469,85089.0237787064
2470,216434.197778717
2471,218499.99403125
2472,181679.582790593
2473,103830.077089063
2474,NA
2475,227825.331482034
2476,120663.616909726
2477,127438.013273258
2478,154708.713048058
2479,89559.7342356002
2480,150644.269284606
2481,124300.185058882
2482,119373.353707189
2483,103615.042318244
2484,118869.482594516
2485,110414.905621941
2486,127612.556296345
2487,205446.32476287
2488,178458.35459969
2489,172931.164803253
2490,131814.23427201
2491,79490.9976761032
2492,191080.086716765
2493,170976.409226126
2494,149163.74108191
2495,70116.3158939961
2496,254422.426538464
2497,178545.01452292
2498,96506.6643586677
2499,70518.0077336674
2500,113826.177968401
2501,144647.909049456
2502,160153.267551244
2503,100160.243538682
2504,201800.20151344
2505,222043.504835919
2506,266312.15131637
2507,289029.81884767
2508,265909.447134725
2509,213345.513057976
2510,210196.110492778
2511,170553.023215437
2512,219305.236841755
2513,229313.625785947
2514,331471.531553073
2515,126276.365930158
2516,169403.60660266
2517,132461.025621764
2518,142432.074295259
2519,231923.937218732
2520,210877.277213643
2521,186658.080343666
2522,227146.509570639
2523,109071.174904922
2524,133855.850320426
2525,142312.216213067
2526,126538.320391321
2527,96710.071223825
2528,111972.692575272
2529,170200.012299151
2530,119664.073541755
2531,266029.6008379
2532,219672.833101249
2533,202225.334078123
2534,258049.253155452
2535,296130.943627206
2536,234773.091412295
2537,247651.272440574
2538,201432.280559262
2539,189957.834524874
2540,190824.935247496
2541,168953.743095335
2542,154786.534885617
2543,147655.071946875
2544,105291.563702158
2545,135259.078152954
2546,125982.164868801
2547,149407.798364889
2548,176339.290892836
2549,144935.034854828
2550,735474.716461318
2551,164546.183988098
2552,134651.278010897
2553,90159.1394393535
2554,92136.128486607
2555,118828.328889481
2556,81808.0765119058
2557,84861.9584460314
2558,177618.394888862
2559,132431.918948888
2560,142324.14775548
2561,141827.86781167
2562,134657.886248679
2563,142650.307861346
2564,193304.638252364
2565,132613.39531291
2566,161749.835882146
2567,147147.088524581
2568,194269.664314531
2569,193949.120078745
2570,116639.836089876
2571,154510.105271071
2572,174090.475122885
2573,229568.618975524
2574,297479.336423633
2575,130515.302835257
2576,111376.287832111
2577,NA
2578,67114.5535339069
2579,16063.3580323297
2580,124446.997579484
2581,103008.822057292
2582,133249.641074905
2583,296398.260745393
2584,179739.244283908
2585,187949.721477514
2586,219210.849705819
2587,200864.762527056
2588,139157.484408978
2589,160145.559010387
2590,230145.102818242
2591,285319.910909776
2592,228040.004940214
2593,298962.887041279
2594,169571.967614125
2595,203623.603558183
2596,309008.450162677
2597,176604.851917441
2598,282645.401184056
2599,404904.674711347
2600,230037.374714551
2601,128782.610304444
2602,68736.4957686098
2603,79132.1335517129
2604,85324.8625444027
2605,71289.3562235837
2606,150996.877837782
2607,231235.155730042
2608,200634.086421893
2609,164933.323279976
2610,106252.614456415
2611,150064.174859439
2612,158863.1029646
2613,115795.464107938
2614,111367.963751866
2615,157339.651798775
2616,158782.222897116
2617,215858.963810765
2618,277168.22329709
2619,216159.574687205
2620,186169.212407874
2621,160100.06023624
2622,169542.043059292
2623,231118.705023687
2624,285142.212159387
2625,272918.43257732
2626,165380.424574001
2627,158828.301132778
2628,436190.181714522
2629,455085.086429534
2630,332939.849550757
2631,436463.399130398
2632,392941.56191829
2633,288880.596677456
2634,388692.130841795
2635,167927.861239085
2636,175591.959691381
2637,206186.626903351
2638,268903.431345967
2639,204790.673044737
2640,161896.902731416
2641,83303.2278959329
2642,183121.067060321
2643,116773.591308209
2644,118416.058626151
2645,122816.087215475
2646,105582.914463985
2647,124112.893512983
2648,149616.152390696
2649,144601.687074433
2650,130726.263709283
2651,140254.664518576
2652,388585.426003392
2653,237632.056864923
2654,250413.402140627
2655,387796.66952717
2656,357648.323736989
2657,372786.554554603
2658,322958.558238362
2659,294717.258730168
2660,362718.342687769
2661,346683.894745279
2662,374969.945595715
2663,268011.665664196
2664,284205.786479263
2665,352152.64785759
2666,281997.657999752
2667,183946.481362925
2668,197025.083813873
2669,200740.241899761
2670,294695.49760242
2671,204914.796347819
2672,220094.339229563
2673,218027.665508853
2674,205410.561819681
2675,209144.160083967
2676,190229.801237934
2677,201368.490528348
2678,259464.35640183
2679,260852.826075593
2680,271122.132520176
2681,406177.758814785
2682,303539.371164563
2683,459145.629770687
2684,310805.918097488
2685,307945.428099723
2686,253825.143383568
2687,281729.67778139
2688,222034.850140103
2689,216473.048730933
2690,403160.612673441
2691,178493.197477385
2692,136914.128957781
2693,221746.425860401
2694,137038.098066511
2695,194875.803716125
2696,186504.476841316
2697,181070.401617413
2698,188373.99062376
2699,174531.227248858
2700,147114.560850229
2701,133538.495050009
2702,93153.9297983565
2703,130194.50782358
2704,138654.459679744
2705,95200.1328174185
2706,78550.5354229151
2707,91248.6321254126
2708,118343.147432347
2709,99051.7424854888
2710,120267.988294471
2711,363988.707310017
2712,360519.590454738
2713,162614.151022512
2714,150162.367731872
2715,189824.669726619
2716,149779.287986858
2717,191382.834990394
2718,207867.08644733
2719,161481.623450466
2720,184870.621811569
2721,119411.195353997
2722,173533.11406186
2723,148386.965619849
2724,125999.580755129
2725,125223.98161834
2726,140045.701852138
2727,183130.758084928
2728,180427.106203113
2729,141886.758124734
2730,150286.937864359
2731,134925.604278223
2732,119404.530077172
2733,161742.257722517
2734,167062.271719392
2735,151174.693365909
2736,136894.467700775
2737,111823.156410883
2738,146106.94462949
2739,164537.813570122
2740,140640.579754801
2741,130210.794077622
2742,171551.513903459
2743,180567.253701984
2744,171758.253700272
2745,160561.328161107
2746,135456.851422242
2747,181544.065434635
2748,119913.337114944
2749,130186.427954187
2750,110660.657165827
2751,136081.940820483
2752,205499.933414097
2753,141885.834176644
2754,220171.638764996
2755,142886.166062069
2756,81115.885467882
2757,43934.8445622323
2758,94286.6140291186
2759,173610.643522303
2760,123526.075244824
2761,161836.496902536
2762,161960.273451752
2763,188285.911045618
2764,165883.727825296
2765,289923.99372259
2766,115133.561937447
2767,79582.5031327336
2768,126083.516693622
2769,127600.81214159
2770,141512.61729702
2771,85728.4878059896
2772,102534.167176921
2773,174045.922435351
2774,141209.138273195
2775,128586.957310038
2776,167569.26890568
2777,157797.718819709
2778,118403.490057211
2779,139314.54185131
2780,91943.665228932
2781,77847.0837112833
2782,75282.2485277739
2783,81703.5976796791
2784,113235.052361668
2785,142171.798637875
2786,32961.9905103818
2787,117781.029870814
2788,54168.8510025666
2789,201920.375710798
2790,82419.3206265905
2791,102777.462195424
2792,48828.1904756718
2793,165474.722690053
2794,71638.9722793578
2795,110967.256942699
2796,85377.9118821265
2797,201900.951968565
2798,136728.33435534
2799,114047.990608022
2800,62897.6311411742
2801,89292.0545333694
2802,120694.112741527
2803,174327.137296446
2804,145468.862953992
2805,101697.678303333
2806,79437.2966945489
2807,158454.653252502
2808,156736.811694072
2809,131417.866024376
2810,117790.962355471
2811,164346.450525919
2812,185475.227546412
2813,174053.143513708
2814,184703.031915695
2815,87302.5280392173
2816,204313.181457649
2817,113905.962008021
2818,123102.741585738
2819,179625.575475085
2820,152605.658072498
2821,85704.9493948247
2822,217948.847060722
2823,318460.283399849
2824,190501.105105999
2825,171885.339620092
2826,129784.815446411
2827,154010.401528628
2828,287955.834236557
2829,201571.142675321
2830,247136.943860983
2831,174942.459253633
2832,258691.273950953
2833,346552.032040836
2834,249470.850408492
2835,226954.093141002
2836,206757.817115614
2837,164430.640621172
2838,136265.804485988
2839,166011.777962244
2840,198092.58657927
2841,204308.451259145
2842,225744.906896622
2843,156000.626057383
2844,180038.220608473
2845,118324.669930014
2846,214799.00362729
2847,199218.605693437
2848,217806.324225587
